t dd no-dd
3.990000000000000000e+02 6.063047409057617188e+00 5.759657382965087891e+00
4.050000000000000000e+02 6.063046932220458984e+00 5.758774280548095703e+00
4.120000000000000000e+02 6.063047409057617188e+00 5.757811069488525391e+00
4.180000000000000000e+02 6.063046932220458984e+00 5.757021427154541016e+00
4.250000000000000000e+02 6.063047409057617188e+00 5.756152153015136719e+00
4.310000000000000000e+02 6.063046932220458984e+00 5.755447864532470703e+00
4.380000000000000000e+02 6.063046932220458984e+00 5.754666328430175781e+00
4.450000000000000000e+02 6.063047409057617188e+00 5.753927707672119141e+00
4.520000000000000000e+02 6.063047409057617188e+00 5.753231048583984375e+00
4.590000000000000000e+02 6.063047409057617188e+00 5.752572536468505859e+00
4.660000000000000000e+02 6.063046932220458984e+00 5.751952648162841797e+00
4.730000000000000000e+02 6.063046932220458984e+00 5.751361846923828125e+00
4.810000000000000000e+02 6.063047409057617188e+00 5.750725746154785156e+00
4.880000000000000000e+02 6.063046932220458984e+00 5.750204563140869141e+00
4.960000000000000000e+02 6.063046932220458984e+00 5.749638557434082031e+00
5.030000000000000000e+02 6.063046932220458984e+00 5.749171257019042969e+00
5.110000000000000000e+02 6.063046932220458984e+00 5.748668193817138672e+00
5.190000000000000000e+02 6.063046932220458984e+00 5.748195648193359375e+00
5.270000000000000000e+02 6.063046932220458984e+00 5.747749805450439453e+00
5.360000000000000000e+02 6.063046932220458984e+00 5.747281074523925781e+00
5.440000000000000000e+02 6.063046932220458984e+00 5.746889114379882812e+00
5.530000000000000000e+02 6.063046932220458984e+00 5.746475696563720703e+00
5.610000000000000000e+02 6.063046932220458984e+00 5.746130466461181641e+00
5.700000000000000000e+02 6.063046932220458984e+00 5.745766639709472656e+00
5.790000000000000000e+02 6.063046932220458984e+00 5.745426177978515625e+00
5.880000000000000000e+02 6.063046932220458984e+00 5.745106220245361328e+00
5.970000000000000000e+02 6.063046932220458984e+00 5.744807720184326172e+00
6.060000000000000000e+02 6.063046932220458984e+00 5.744527816772460938e+00
6.160000000000000000e+02 6.063046932220458984e+00 5.744236946105957031e+00
6.250000000000000000e+02 6.063046932220458984e+00 5.743992805480957031e+00
6.350000000000000000e+02 6.063046932220458984e+00 5.743739604949951172e+00
6.450000000000000000e+02 6.063046932220458984e+00 5.743503570556640625e+00
6.550000000000000000e+02 6.063046932220458984e+00 5.743284702301025391e+00
6.650000000000000000e+02 6.063046932220458984e+00 5.743080615997314453e+00
6.760000000000000000e+02 6.063046932220458984e+00 5.742871284484863281e+00
6.860000000000000000e+02 6.063046932220458984e+00 5.742694854736328125e+00
6.970000000000000000e+02 6.063046932220458984e+00 5.742514610290527344e+00
7.080000000000000000e+02 6.063046932220458984e+00 5.742348194122314453e+00
7.190000000000000000e+02 6.063046932220458984e+00 5.742193698883056641e+00
7.300000000000000000e+02 6.063046932220458984e+00 5.742050647735595703e+00
7.420000000000000000e+02 6.063046932220458984e+00 5.741906642913818359e+00
7.530000000000000000e+02 6.063046932220458984e+00 5.741784572601318359e+00
7.650000000000000000e+02 6.063046932220458984e+00 5.741661548614501953e+00
7.770000000000000000e+02 6.063046932220458984e+00 5.741549015045166016e+00
7.890000000000000000e+02 6.063046932220458984e+00 5.741445541381835938e+00
8.010000000000000000e+02 6.063046932220458984e+00 5.741348743438720703e+00
8.140000000000000000e+02 6.063046932220458984e+00 5.741253852844238281e+00
8.270000000000000000e+02 6.063046932220458984e+00 5.741165637969970703e+00
8.390000000000000000e+02 6.063046932220458984e+00 5.741091728210449219e+00
8.530000000000000000e+02 6.063046932220458984e+00 5.741012573242187500e+00
8.660000000000000000e+02 6.063046932220458984e+00 5.740944862365722656e+00
8.790000000000000000e+02 6.063046932220458984e+00 5.740883350372314453e+00
8.930000000000000000e+02 6.063046932220458984e+00 5.740823268890380859e+00
9.070000000000000000e+02 6.063046932220458984e+00 5.740767002105712891e+00
9.210000000000000000e+02 6.063046932220458984e+00 5.740717887878417969e+00
9.360000000000000000e+02 6.063046932220458984e+00 5.740668296813964844e+00
9.500000000000000000e+02 6.063046932220458984e+00 5.740626811981201172e+00
9.650000000000000000e+02 6.063046932220458984e+00 5.740586757659912109e+00
9.800000000000000000e+02 6.063046932220458984e+00 5.740550518035888672e+00
9.950000000000000000e+02 6.063046932220458984e+00 5.740517616271972656e+00
1.011000000000000000e+03 6.063046932220458984e+00 5.740485668182373047e+00
1.027000000000000000e+03 6.063046932220458984e+00 5.740457057952880859e+00
1.043000000000000000e+03 6.063046932220458984e+00 5.740432739257812500e+00
1.059000000000000000e+03 6.063046932220458984e+00 5.740410327911376953e+00
1.075000000000000000e+03 6.063046932220458984e+00 5.740389823913574219e+00
1.092000000000000000e+03 6.063046932220458984e+00 5.740369796752929688e+00
1.109000000000000000e+03 6.063046932220458984e+00 5.740352153778076172e+00
1.127000000000000000e+03 6.063046932220458984e+00 5.740335464477539062e+00
1.144000000000000000e+03 6.063046932220458984e+00 5.740321159362792969e+00
1.162000000000000000e+03 6.063046932220458984e+00 5.740307807922363281e+00
1.180000000000000000e+03 6.063046932220458984e+00 5.740295886993408203e+00
1.199000000000000000e+03 6.063046932220458984e+00 5.740284919738769531e+00
1.217000000000000000e+03 6.063046932220458984e+00 5.740275859832763672e+00
1.236000000000000000e+03 6.063046932220458984e+00 5.740266799926757812e+00
1.256000000000000000e+03 6.063046932220458984e+00 5.740257740020751953e+00
1.275000000000000000e+03 6.063046932220458984e+00 5.740250110626220703e+00
1.295000000000000000e+03 6.063046932220458984e+00 5.740243434906005859e+00
1.315000000000000000e+03 6.063046932220458984e+00 5.740238189697265625e+00
1.336000000000000000e+03 6.063046932220458984e+00 5.740232944488525391e+00
1.357000000000000000e+03 6.063046932220458984e+00 5.740230083465576172e+00
1.378000000000000000e+03 6.063046932220458984e+00 5.740227222442626953e+00
1.399000000000000000e+03 6.063046932220458984e+00 5.740224838256835938e+00
1.421000000000000000e+03 6.063046932220458984e+00 5.740221977233886719e+00
1.443000000000000000e+03 6.063046932220458984e+00 5.740219116210937500e+00
1.466000000000000000e+03 6.063046932220458984e+00 5.740217208862304688e+00
1.489000000000000000e+03 6.063046932220458984e+00 5.740215301513671875e+00
1.512000000000000000e+03 6.063046932220458984e+00 5.740213394165039062e+00
1.536000000000000000e+03 6.063046932220458984e+00 5.740212440490722656e+00
1.560000000000000000e+03 6.063046932220458984e+00 5.740211009979248047e+00
1.584000000000000000e+03 6.063046932220458984e+00 5.740210533142089844e+00
1.609000000000000000e+03 6.063046932220458984e+00 5.740210056304931641e+00
1.634000000000000000e+03 6.063046932220458984e+00 5.740208148956298828e+00
1.659000000000000000e+03 6.063046932220458984e+00 5.740208148956298828e+00
1.685000000000000000e+03 6.063046932220458984e+00 5.740207672119140625e+00
1.711000000000000000e+03 6.063046932220458984e+00 5.740207672119140625e+00
1.738000000000000000e+03 6.063046932220458984e+00 5.740206718444824219e+00
1.765000000000000000e+03 6.063046932220458984e+00 5.740206241607666016e+00
1.793000000000000000e+03 6.063046932220458984e+00 5.740206241607666016e+00
1.821000000000000000e+03 6.063046932220458984e+00 5.740205764770507812e+00
1.849000000000000000e+03 6.063046932220458984e+00 5.740205764770507812e+00
1.878000000000000000e+03 6.063046932220458984e+00 5.740205764770507812e+00
1.907000000000000000e+03 6.063046932220458984e+00 5.740205287933349609e+00
1.937000000000000000e+03 6.063046932220458984e+00 5.740204334259033203e+00
1.967000000000000000e+03 6.063046932220458984e+00 5.740205287933349609e+00
1.998000000000000000e+03 6.063046932220458984e+00 5.740204334259033203e+00
2.029000000000000000e+03 6.063046932220458984e+00 5.740203857421875000e+00
2.061000000000000000e+03 6.063046932220458984e+00 5.740203857421875000e+00
2.093000000000000000e+03 6.063046932220458984e+00 5.740203380584716797e+00
2.126000000000000000e+03 6.063046932220458984e+00 5.740203857421875000e+00
2.159000000000000000e+03 6.063046932220458984e+00 5.740202426910400391e+00
2.192000000000000000e+03 6.063046932220458984e+00 5.740202426910400391e+00
2.227000000000000000e+03 6.063046932220458984e+00 5.740202426910400391e+00
2.261000000000000000e+03 6.063046932220458984e+00 5.740201950073242188e+00
2.297000000000000000e+03 6.063047409057617188e+00 5.740201950073242188e+00
2.333000000000000000e+03 6.063046932220458984e+00 5.740201950073242188e+00
2.369000000000000000e+03 6.063046932220458984e+00 5.740201950073242188e+00
2.406000000000000000e+03 6.063046932220458984e+00 5.740201950073242188e+00
2.443000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.482000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.520000000000000000e+03 6.063046932220458984e+00 5.740201950073242188e+00
2.560000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.600000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.640000000000000000e+03 6.063047409057617188e+00 5.740201473236083984e+00
2.681000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.723000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.766000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
2.809000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
2.853000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
2.897000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
2.942000000000000000e+03 6.063046932220458984e+00 5.740201473236083984e+00
2.988000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
3.035000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
3.082000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
3.130000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
3.179000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
3.229000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.279000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.330000000000000000e+03 6.063046932220458984e+00 5.740200996398925781e+00
3.382000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.435000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.489000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.543000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.598000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.654000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.711000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.769000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.828000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.888000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
3.948000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
4.010000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.073000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.136000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.201000000000000000e+03 6.063046932220458984e+00 5.740200042724609375e+00
4.266000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.333000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.400000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.469000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.539000000000000000e+03 6.063046932220458984e+00 5.740199089050292969e+00
4.610000000000000000e+03 6.063046932220458984e+00 5.740199565887451172e+00
4.682000000000000000e+03 6.063046932220458984e+00 5.740199089050292969e+00
4.755000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
4.829000000000000000e+03 6.063046932220458984e+00 5.740199089050292969e+00
4.904000000000000000e+03 6.063046932220458984e+00 5.740199089050292969e+00
4.981000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
5.058000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
5.137000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
5.217000000000000000e+03 6.063047409057617188e+00 5.740198135375976562e+00
5.299000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
5.381000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
5.465000000000000000e+03 6.063046932220458984e+00 5.740198135375976562e+00
5.551000000000000000e+03 6.063047409057617188e+00 5.740198135375976562e+00
5.637000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
5.725000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
5.814000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
5.905000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
5.997000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
6.091000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
6.186000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
6.282000000000000000e+03 6.063046932220458984e+00 5.740197658538818359e+00
6.380000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
6.480000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
6.581000000000000000e+03 6.063047409057617188e+00 5.740197658538818359e+00
6.684000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
6.788000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
6.894000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.001000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.111000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.222000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.334000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.449000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.565000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.683000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.803000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
7.924000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
8.048000000000000000e+03 6.063046932220458984e+00 5.740197181701660156e+00
8.174000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
8.301000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
8.431000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
8.562000000000000000e+03 6.063047409057617188e+00 5.740196704864501953e+00
8.696000000000000000e+03 6.063047409057617188e+00 5.740196704864501953e+00
8.831000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
8.969000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
9.109000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
9.251000000000000000e+03 6.063046932220458984e+00 5.740195751190185547e+00
9.395000000000000000e+03 6.063047409057617188e+00 5.740196704864501953e+00
9.542000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
9.691000000000000000e+03 6.063046932220458984e+00 5.740195751190185547e+00
9.842000000000000000e+03 6.063046932220458984e+00 5.740196704864501953e+00
9.996000000000000000e+03 6.063046932220458984e+00 5.740195751190185547e+00
1.015200000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.031000000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.047100000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.063400000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.080000000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.096800000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.114000000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.131300000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.149000000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.166900000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.185100000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.203600000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.222400000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.241400000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.260800000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.280500000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.300500000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.320700000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.341300000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.362300000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.383500000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.405100000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.427000000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.449300000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
1.471900000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.494900000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.518200000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
1.541900000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.565900000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.590300000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.615100000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.640300000000000000e+04 6.063047409057617188e+00 5.740195751190185547e+00
1.665900000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
1.691900000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
1.718300000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
1.745100000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
1.772300000000000000e+04 6.063046932220458984e+00 5.740195751190185547e+00
1.800000000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
1.828100000000000000e+04 6.063047409057617188e+00 5.740195751190185547e+00
1.856600000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
1.885600000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
1.915000000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
1.944800000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
1.975200000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.006000000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.037300000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.069100000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.101300000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
2.134100000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
2.167400000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.201200000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.235600000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
2.270400000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
2.305900000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.341800000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.378400000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.415500000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.453100000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.491400000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
2.530300000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.569700000000000000e+04 6.063047409057617188e+00 5.740195274353027344e+00
2.609800000000000000e+04 6.063046932220458984e+00 5.740195274353027344e+00
2.650500000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
2.691900000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
2.733900000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
2.776500000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
2.819800000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
2.863800000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
2.908500000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
2.953900000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
3.000000000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
3.046800000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
3.094300000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
3.142600000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.191600000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.241400000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
3.291900000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.343300000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
3.395400000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.448400000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.502200000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.556800000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.612300000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
3.668700000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
3.725900000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
3.784000000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
3.843000000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
3.903000000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
3.963900000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
4.025700000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
4.088500000000000000e+04 6.063047409057617188e+00 5.740194797515869141e+00
4.152300000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
4.217100000000000000e+04 6.063046932220458984e+00 5.740194797515869141e+00
4.282800000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
4.349700000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
4.417500000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
4.486400000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
4.556400000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
4.627500000000000000e+04 6.063047885894775391e+00 5.740194320678710938e+00
4.699700000000000000e+04 6.063046932220458984e+00 5.740194320678710938e+00
4.773000000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
4.847400000000000000e+04 6.063047885894775391e+00 5.740194320678710938e+00
4.923100000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
4.999900000000000000e+04 6.063047409057617188e+00 5.740194320678710938e+00
