epoch,train_loss,val_loss,roc_auc,epoch_time
1,0.208886291306573,0.40971166152233457,0.5091814609308165,2031.6578497886658
2,0.18534819053232193,0.41401386015439884,0.532373867325517,2061.5725820064545
3,0.17159559773189006,0.4233261853695028,0.5446664562446928,2039.7968595027924
4,0.16358047134503337,0.4300573801169288,0.5566869736659142,2051.4463617801666
5,0.15688810760628666,0.4432746936372444,0.5630603742972135,2069.5708940029144
6,0.1522783632541689,0.44524268940680445,0.5688673647138585,2079.3219265937805
7,0.14924862008069356,0.4508664384414135,0.5720914967524053,2073.703191280365
8,0.14726603890118004,0.455187719630993,0.574499831286204,2076.7331399917603
9,0.14562680029548716,0.4503912488787861,0.5778713550772956,2077.1628744602203
10,0.14495765162172575,0.4630698954893483,0.5795141531943506,2070.436158657074
11,0.14380800368537436,0.46190115198380755,0.5800200721880436,2082.242282152176
12,0.14270390501313476,0.4622436864634804,0.5804746459220327,2087.3950884342194
13,0.1423269147391465,0.46644856054651535,0.5809893216871425,2088.8565413951874
14,0.14214300868952826,0.46602129847119983,0.5817518001837088,2085.4584062099457
15,0.14097613684625795,0.4689112724192623,0.5818841525288361,2111.9214601516724
16,0.14044834063676015,0.47184097908591593,0.5823408668069493,2130.3527867794037
17,0.1407543339400795,0.4717244145560399,0.5825647343632001,2141.7367057800293
18,0.14003885969544205,0.47563755710077826,0.5826964195257432,2147.6583819389343
19,0.13908109490753962,0.4755085720531572,0.5831554411436265,2160.2095715999603
20,0.1392861673365163,0.475155276135873,0.5833326615175368,2158.3744447231293
21,0.13942503740502551,0.47513588189573613,0.583593557707207,2175.068244457245
22,0.1392004500472113,0.4761797876821624,0.5836338666549984,2185.0262129306793
23,0.13910094464881867,0.47687354374487523,0.5837641618538246,2239.600006341934
24,0.13920766566491447,0.47616436791986844,0.5840202209697598,2206.4674248695374
25,0.1390218385168119,0.47742622250273625,0.5840971693611299,2232.516371011734
26,0.13847017737666653,0.4779175961225271,0.5841393686595762,2197.978278160095
27,0.1390585579432087,0.4780745170308933,0.58416444360503,2304.2354824543
28,0.1386148324855399,0.47813645210082023,0.5842093394330872,2977.229971408844
29,0.1377058077730038,0.4806950913703599,0.5867125250909301,2084.787680864334
30,0.1363856348286803,0.4971651543008967,0.587789913767207,2147.5814669132233
31,0.13556498093271468,0.4934175962936519,0.5890297892019947,2132.76500415802
32,0.13377537342461984,0.5072069834574019,0.5907316885762941,2112.8951909542084
33,0.13228050235066982,0.5026444059195042,0.5924231632227165,2130.357342481613
34,0.1323291097479165,0.5057931424323785,0.5936924780890289,2101.998270511627
35,0.1316237163329071,0.5106862068049989,0.595538572299324,2346.606011867523
36,0.13111193504189753,0.5157127143488934,0.596598892221157,2368.3055238723755
37,0.13045521174636104,0.521023743528094,0.5962227124408035,2310.9311974048615
38,0.12924242588063067,0.520255689507459,0.5963692424158437,2410.954356908798
39,0.12878427979084525,0.5184797541661058,0.5974432395806513,2338.8968012332916
40,0.1288779870497624,0.5202527337597084,0.5985247147502559,2269.7664041519165
41,0.1278851364490272,0.5351701865004281,0.6000930386113573,2165.800856590271
42,0.12772827610225962,0.5410147785803693,0.5999005286365607,2175.4662733078003
43,0.12749222444896427,0.5366804044791927,0.601043329005357,2208.527415752411
44,0.12804420011180406,0.5508868691429019,0.6014613188943161,2192.7334694862366
45,0.1258743392560018,0.5402455937552306,0.6030750667696871,2180.1359152793884
46,0.12644731844013546,0.5385100662413627,0.6032679103357758,2231.5828454494476
47,0.1264333884349863,0.5410304896414224,0.6036320252310662,2234.98682141304
48,0.12594028052165648,0.5411745374689051,0.6035496837804745,2203.1949212551117
49,0.12608155363117718,0.5427452163269179,0.6035400374322789,2253.9268889427185
50,0.12465889751735525,0.5417520140636214,0.6046180098933169,2222.0419867038727
51,0.12561334757365283,0.545255226407572,0.6040495981309102,2264.4115710258484
52,0.12550718349372578,0.5541347633457958,0.6043227260012896,2253.4319672584534
53,0.12581855446830892,0.5476639659342175,0.6049790390691558,2249.3920056819916
54,0.12609473617553346,0.5481487222984012,0.6042418579122378,2267.3866062164307
55,0.12465257252154205,0.5555768800748551,0.6048434620082052,2284.9563024044037
56,0.12512126564716095,0.5488258337219668,0.6051599845458274,2372.937091112137
57,0.12488637265574955,0.5522005943381517,0.6055370539029598,2397.7827162742615
58,0.12506680472067636,0.549392563019039,0.6060647675277343,2328.3649921417236
59,0.12428996154097932,0.5538945407615431,0.6063596344306466,2319.122188091278
60,0.12421656383982192,0.5607195194291473,0.6061277050848375,2365.481053829193
61,0.12464219018095074,0.5577449733198475,0.6060875073341436,2311.286459684372
62,0.1239416897894076,0.5607490691789575,0.6061632325574426,2292.2954466342926
63,0.12461527336506505,0.556874977908818,0.6064020839225621,2272.092766046524
64,0.12352710511563508,0.5592349689706402,0.6064281318426176,2287.8339614868164
65,0.1235157269953747,0.5584552793354919,0.6064035850833764,2261.458348751068
66,0.12401267537387867,0.5598668924474952,0.6065796656870388,2308.3340725898743
67,0.12362643806303324,0.5594963264351679,0.6068285247909203,2296.546825647354
68,0.12374955381476221,0.5575857792933614,0.606990038574829,2322.774407863617
69,0.12355494466318254,0.5576875237730488,0.6070785236650497,2338.876890182495
70,0.12361040910752469,0.5591953419913623,0.607127617183532,2259.104627609253
71,0.12268774305548887,0.5625460790733328,0.6074453628892253,2332.3762831687927
72,0.12373584870359686,0.5634152021490585,0.6075823299138929,2355.645973920822
73,0.12319300254786678,0.559925928080486,0.608151520055981,2294.8436093330383
74,0.12277972865199871,0.5622061722773336,0.6081306706002269,2245.4689049720764
75,0.12389533159018744,0.5550857675866893,0.6083293520139268,2253.632487297058
76,0.12292885723778911,0.5636180842579421,0.6085625045278068,2292.81409239769
77,0.12354867241070033,0.5608612429841707,0.6088646548405958,2299.0694196224213
78,0.12348163766739911,0.5644179027345165,0.6088008833052625,2280.3413944244385
79,0.1235652333033262,0.5639599912857773,0.6088156725192109,2261.120628595352
80,0.1231798515534349,0.5637699096988038,0.6088919815272711,2278.6815509796143
81,0.12268735638844663,0.5644352201147885,0.6088089728940952,2249.0495834350586
82,0.12311308968018342,0.5637847894553635,0.6086499888441511,2314.9067578315735
83,0.12388665584091207,0.5627351071748693,0.6087532075497714,2282.7123489379883
84,0.12257899104133213,0.5650667448452693,0.608828154393389,2210.197475194931
85,0.1235350765580314,0.563548062221198,0.6090529115264187,2248.5447425842285
86,0.12415806505256514,0.5620175729279464,0.6092332454190549,2303.982684135437
87,0.12351977609129572,0.5621377122948006,0.6094209739186651,2294.9787225723267
88,0.1231749928901073,0.5622035566184199,0.6094712628059442,2274.435125350952
89,0.1231155796138985,0.5634983527156648,0.6095681154777408,2288.616145849228
90,0.12320166902211774,0.564888711660932,0.6096251873879585,2339.8154258728027
91,0.12454027321561996,0.5626140377587743,0.6097013018010984,2331.153883934021
92,0.12234796703613518,0.5633977619464564,0.6098871121507792,2238.122086286545
93,0.12373120989211392,0.5650299313125637,0.6099677022470876,2196.1197295188904
94,0.12330625417788514,0.5649800768258881,0.6099666458746626,2207.7489669322968
95,0.12325611241286527,0.5649403285291291,0.609912437289702,2193.7132601737976
96,0.12287044214442168,0.5648602125587436,0.6099294504455973,2194.156914949417
97,0.1221533048610813,0.5657533568079302,0.6098930889947621,2217.55810379982
98,0.12314773312137971,0.5653530428161504,0.609855671171502,2246.196566104889
99,0.12325876095726952,0.5652079839862729,0.6098804681242123,2303.5024971961975
100,0.12350154646884391,0.5651002959146563,0.6098019629734792,2306.17738032341
101,0.1227526849764542,0.5651986992368984,0.6097851444125043,2329.802050590515
102,0.12276061438946145,0.5647844362148065,0.6098086903978693,2307.9937262535095
103,0.12237548780966091,0.5655137705642962,0.6098838596356817,2418.9324605464935
104,0.12278688580890215,0.5654510193646459,0.6099161067939146,2272.008553981781
105,0.1224479868179051,0.564715581148049,0.6099725115215483,2319.745712041855
106,0.12382487392642275,0.5638769995315936,0.61003697803874,2407.144466161728
107,0.12244236403316583,0.5652417377507395,0.610118429912553,2338.936897754669
108,0.12299361618184797,0.56540371093871,0.6103951716885962,445.7298119068146
109,0.12280317141720981,0.5702368264975852,0.610092354193223,340.45237588882446
110,0.12315387162928532,0.5731504378294138,0.6101240175666951,339.5054500102997
111,0.1230467131868721,0.5751327794409336,0.6101258801180758,340.0861599445343
111,0.12199513974780192,0.5768349473156146,0.6102574262842473,1452.567578792572
112,0.12288231137445417,0.5779827539600543,0.6103077707700749,1467.5039720535278
113,0.12174136427331106,0.5809794688847527,0.6106255164757681,1449.7838978767395
114,0.12251054821097469,0.5779098727142633,0.6110929056752274,1469.7205469608307
115,0.12203452367118074,0.5793201426294312,0.6111055543450516,1479.6910111904144
116,0.12218860668707253,0.5762443912785444,0.6111542586736932,1454.7866971492767
117,0.12208072312190259,0.5820806879383414,0.611159818528561,1467.2570016384125
118,0.12278000269569246,0.5818068082652875,0.6113263083825765,1500.3418171405792
119,0.12146261275488104,0.5793804091526501,0.6112747963272267,1481.6344096660614
120,0.12233344960796406,0.5867036907975354,0.611073835373031,1466.2121155261993
121,0.12182316798611549,0.586414163014782,0.6111637938247916,1475.6973781585693
122,0.12339253718008879,0.5769818963399574,0.6115074206548942,1465.2189874649048
123,0.12260224952199365,0.5822751675523928,0.6110182090250789,1462.7982749938965
124,0.1225449546694531,0.5771040220313998,0.6112875561941481,1461.605068206787
125,0.12140412350832405,0.5837269565507547,0.6110573782026223,1465.5356659889221
126,0.12154957564396822,0.5745272207171169,0.6116319614039323,1463.1343734264374
127,0.12248478915451161,0.5793377821570012,0.611792808005257,1487.687338590622
128,0.12251349141481008,0.5808709084765235,0.6115274361324181,1471.1492822170258
129,0.12165665583029081,0.5841231167094031,0.6120444748358467,1470.662454366684
130,0.12082711377105695,0.5830523397273092,0.612538523539397,1483.5704500675201
